Timestamp,Node_ID,Source_ID,Demand_kWh,Supply_kWh,Cost_per_kWh,Line_Loss_%
4,N6,Solar,262.3,292.11,0.094,4.88
9,N2,Solar,281.68,379.46,0.063,6.51
11,N8,Solar,183.26,155.16,0.08,4.52
9,N9,Hydro,63.09,479.46,0.066,9.02
12,N10,Wind,219.01,242.79,0.091,7.41
1,N3,Hydro,290.06,201.47,0.075,9.39
0,N9,Solar,217.6,472.51,0.07,9.62
6,N10,Solar,225.7,116.8,0.095,5.88
14,N7,Hydro,165.08,326.59,0.046,5.75
14,N7,Hydro,257.78,106.19,0.051,2.02
20,N6,Solar,153.93,391.33,0.09,9.56
15,N9,Hydro,202.13,201.85,0.077,8.2
11,N5,Solar,193.61,378.26,0.096,7.7
13,N1,Solar,142.09,385.21,0.052,5.09
4,N1,Hydro,151.58,166.74,0.041,3.07
23,N7,Hydro,213.66,420.92,0.08,4.77
1,N9,Wind,199.84,474.86,0.07,7.74
7,N2,Wind,238.74,135.59,0.112,8.5
11,N10,Wind,58.35,136.43,0.063,4.68
15,N1,Hydro,177.32,312.94,0.051,9.29
0,N10,Solar,142.07,118.22,0.065,6.25
8,N7,Wind,152.06,209.54,0.068,8.55
4,N6,Wind,299.04,231.82,0.083,6.94
23,N6,Hydro,229.61,256.81,0.076,6.48
12,N3,Solar,162.6,358.67,0.098,8.36
8,N1,Solar,60.0,232.92,0.074,4.52
13,N8,Wind,225.05,430.51,0.104,9.91
8,N4,Solar,118.14,450.0,0.088,4.9
16,N10,Hydro,233.53,141.63,0.072,6.26
2,N7,Wind,123.07,362.31,0.098,3.68
15,N6,Solar,57.6,273.45,0.078,9.01
21,N10,Solar,282.05,311.52,0.088,5.51
10,N5,Hydro,236.52,181.92,0.055,7.07
23,N2,Wind,54.54,388.98,0.11,5.19
19,N6,Hydro,161.99,440.51,0.071,4.31
0,N1,Solar,130.99,371.55,0.078,3.3
23,N3,Wind,127.48,459.99,0.101,9.89
21,N9,Solar,241.75,476.79,0.061,8.17
5,N3,Hydro,55.05,368.3,0.059,4.77
2,N2,Solar,265.6,441.71,0.051,6.88
15,N5,Hydro,141.96,266.26,0.073,4.48
20,N6,Wind,285.76,171.85,0.1,7.38
4,N7,Wind,113.05,229.9,0.11,8.09
21,N5,Wind,132.27,313.58,0.064,3.67
11,N10,Solar,171.46,134.39,0.092,7.74
9,N9,Solar,285.91,377.39,0.097,6.44
13,N1,Hydro,200.05,490.79,0.066,2.25
5,N8,Wind,230.95,462.19,0.108,6.67
21,N6,Hydro,217.83,496.08,0.044,7.34
16,N8,Solar,120.85,356.04,0.08,3.23
10,N4,Hydro,101.69,348.65,0.045,4.12
13,N6,Hydro,258.81,230.84,0.06,9.53
21,N2,Solar,106.79,255.85,0.08,8.04
8,N6,Hydro,275.41,466.19,0.071,3.83
0,N5,Wind,56.2,253.51,0.068,7.68
16,N4,Wind,215.28,117.59,0.11,3.99
15,N4,Wind,158.06,367.17,0.086,5.53
9,N8,Hydro,66.41,260.58,0.071,9.32
6,N1,Hydro,153.37,269.43,0.068,9.54
20,N10,Solar,116.77,276.06,0.09,6.88
10,N1,Solar,77.65,351.09,0.059,6.08
9,N7,Hydro,182.28,450.48,0.058,4.24
1,N1,Wind,107.74,449.7,0.07,5.41
8,N10,Wind,96.79,409.32,0.088,4.81
11,N9,Hydro,140.27,440.89,0.062,7.74
13,N10,Hydro,274.26,460.7,0.053,9.62
0,N10,Solar,56.22,250.73,0.095,4.2
9,N6,Hydro,118.27,221.05,0.064,5.51
14,N10,Wind,231.68,457.96,0.1,3.64
13,N1,Wind,283.17,205.8,0.069,2.72
1,N2,Solar,190.85,145.5,0.057,4.4
2,N10,Hydro,120.41,341.7,0.073,8.09
18,N5,Wind,115.62,198.12,0.118,2.07
2,N3,Wind,269.93,179.89,0.117,4.74
12,N4,Solar,160.09,382.85,0.079,4.54
14,N3,Hydro,188.46,392.28,0.042,2.09
15,N5,Wind,164.52,152.73,0.1,3.71
9,N7,Wind,158.21,179.07,0.093,2.93
11,N3,Hydro,55.78,120.45,0.078,3.14
17,N2,Wind,227.12,127.17,0.066,6.07
4,N8,Solar,166.22,480.63,0.097,8.24
21,N7,Solar,200.53,281.98,0.068,9.58
3,N10,Solar,200.73,331.63,0.062,2.37
3,N5,Wind,286.3,225.49,0.087,2.92
20,N8,Solar,259.23,111.05,0.092,3.12
8,N5,Solar,271.64,391.91,0.058,6.53
6,N5,Wind,128.16,171.29,0.112,5.23
7,N10,Wind,149.64,167.95,0.083,8.97
9,N10,Hydro,140.78,480.64,0.078,3.16
17,N2,Solar,94.33,445.07,0.07,2.03
6,N1,Solar,118.47,339.05,0.09,3.07
4,N9,Wind,77.64,468.84,0.105,6.72
5,N4,Wind,242.3,271.54,0.106,4.97
1,N7,Wind,111.02,391.61,0.085,9.85
20,N6,Wind,137.37,468.69,0.116,3.93
20,N1,Wind,249.56,273.23,0.115,5.6
18,N3,Solar,236.08,286.79,0.061,3.59
3,N3,Wind,156.36,402.2,0.096,7.51
22,N5,Solar,120.58,292.57,0.052,8.54
15,N4,Hydro,297.47,262.75,0.04,3.36
0,N4,Wind,213.13,344.83,0.107,4.03
2,N10,Hydro,240.91,375.19,0.053,6.36
10,N6,Solar,86.82,281.03,0.094,5.37
23,N1,Hydro,259.89,336.1,0.048,6.65
13,N8,Solar,176.5,259.46,0.056,5.33
20,N7,Wind,68.19,139.51,0.085,4.44
12,N9,Solar,281.39,250.28,0.088,6.24
11,N3,Solar,226.02,204.05,0.097,6.24
14,N7,Solar,257.83,246.02,0.055,7.39
4,N3,Wind,51.94,290.12,0.072,7.02
16,N3,Hydro,294.85,285.76,0.073,6.06
6,N4,Hydro,173.96,472.17,0.076,8.29
10,N5,Hydro,124.06,318.0,0.049,5.55
21,N5,Wind,171.05,432.66,0.114,5.32
22,N9,Hydro,54.43,444.71,0.047,6.98
12,N5,Hydro,56.24,259.8,0.079,2.81
5,N10,Solar,155.92,222.86,0.095,8.95
3,N10,Wind,109.42,132.48,0.098,4.69
5,N5,Hydro,218.02,112.85,0.045,7.49
17,N5,Solar,103.09,443.04,0.053,3.72
1,N9,Solar,299.64,273.23,0.085,3.46
12,N1,Wind,202.47,390.44,0.079,8.63
22,N7,Wind,200.85,255.65,0.093,6.61
14,N2,Hydro,91.38,261.09,0.054,5.21
16,N5,Wind,240.28,293.02,0.116,4.35
4,N1,Solar,153.93,414.78,0.077,6.38
6,N1,Wind,63.34,259.44,0.076,9.99
2,N3,Hydro,127.09,453.8,0.067,4.73
10,N6,Hydro,185.88,436.21,0.075,3.28
0,N1,Hydro,134.89,234.09,0.042,6.79
13,N4,Wind,263.71,252.63,0.104,7.02
20,N6,Solar,143.91,156.42,0.085,8.84
19,N6,Hydro,221.46,107.15,0.049,2.56
13,N3,Wind,192.6,402.59,0.067,8.71
14,N1,Hydro,188.88,375.99,0.079,2.67
15,N1,Hydro,275.31,150.44,0.056,8.81
12,N8,Wind,276.56,302.55,0.096,7.67
8,N4,Hydro,258.19,148.6,0.072,5.85
3,N4,Wind,162.66,269.56,0.091,9.56
17,N4,Wind,187.05,481.27,0.071,7.79
0,N1,Solar,253.06,371.65,0.08,6.52
2,N1,Solar,265.23,428.66,0.056,8.79
1,N1,Solar,153.52,201.48,0.093,5.46
23,N6,Hydro,252.09,205.36,0.04,5.96
19,N7,Wind,75.06,401.75,0.077,5.55
13,N6,Solar,71.76,214.66,0.089,3.21
7,N10,Wind,211.79,466.97,0.101,8.49
16,N1,Hydro,77.24,200.29,0.076,7.72
9,N6,Hydro,209.89,365.51,0.057,2.36
6,N2,Hydro,246.11,371.49,0.059,9.2
11,N5,Wind,134.04,217.73,0.112,8.38
9,N3,Wind,178.74,152.29,0.073,7.25
20,N8,Wind,146.26,434.59,0.117,8.45
0,N3,Hydro,144.39,415.47,0.054,3.34
4,N2,Hydro,58.35,254.29,0.076,3.91
20,N1,Wind,101.63,487.93,0.062,8.29
16,N3,Wind,130.34,115.0,0.115,3.12
17,N10,Hydro,187.94,209.62,0.043,2.4
9,N2,Solar,78.89,128.55,0.088,5.88
3,N8,Wind,135.72,267.35,0.116,9.29
9,N5,Wind,228.92,453.87,0.079,5.05
9,N6,Wind,203.43,349.45,0.089,5.21
0,N5,Solar,296.55,428.45,0.072,7.82
8,N9,Solar,117.39,140.07,0.068,5.22
7,N7,Wind,54.13,425.92,0.082,6.64
5,N7,Solar,68.49,170.0,0.094,6.87
15,N5,Wind,287.57,499.5,0.082,4.39
18,N1,Hydro,264.59,499.44,0.065,8.36
22,N1,Hydro,245.44,242.14,0.063,8.66
10,N1,Hydro,222.03,108.47,0.053,3.16
11,N1,Solar,108.24,462.2,0.052,3.76
6,N10,Wind,127.39,346.75,0.092,3.75
0,N5,Hydro,91.06,194.72,0.06,4.17
19,N10,Solar,286.9,285.55,0.053,7.83
18,N10,Hydro,132.21,361.4,0.051,6.57
15,N9,Solar,243.04,471.2,0.063,4.68
10,N2,Solar,166.07,470.87,0.095,2.72
4,N5,Hydro,82.98,298.2,0.044,4.76
2,N6,Wind,87.1,354.42,0.117,9.97
16,N3,Hydro,143.81,339.61,0.074,2.94
8,N2,Wind,222.39,263.54,0.072,5.22
21,N3,Hydro,68.99,378.16,0.05,4.49
18,N3,Hydro,80.27,445.86,0.06,6.58
19,N10,Wind,192.36,264.2,0.072,7.96
4,N1,Wind,81.76,141.55,0.103,3.67
14,N9,Wind,126.69,290.09,0.087,7.67
8,N8,Hydro,205.86,357.76,0.069,4.34
23,N6,Solar,130.58,275.2,0.065,9.88
8,N6,Hydro,253.51,165.86,0.04,2.34
14,N3,Hydro,111.02,145.72,0.061,8.86
4,N9,Wind,234.19,186.24,0.084,6.06
20,N2,Wind,252.55,435.65,0.115,6.07
11,N2,Wind,223.57,144.72,0.094,3.99
3,N7,Solar,157.93,353.62,0.063,2.42
12,N1,Wind,52.56,108.86,0.061,2.88
3,N7,Hydro,109.87,188.49,0.079,4.45
3,N6,Hydro,81.86,318.23,0.074,7.42
15,N5,Wind,124.02,324.65,0.103,7.82
2,N2,Wind,216.63,448.32,0.112,6.63
19,N8,Wind,157.46,356.63,0.109,2.05
14,N9,Wind,298.0,173.16,0.088,8.98
22,N1,Wind,106.26,290.72,0.068,5.16
9,N10,Hydro,94.28,245.45,0.055,9.95
7,N7,Solar,298.7,145.91,0.086,2.41
23,N4,Hydro,57.55,142.13,0.079,9.53
13,N8,Solar,98.48,164.67,0.062,6.12
10,N6,Wind,192.43,188.64,0.105,4.48
13,N3,Hydro,280.53,362.69,0.057,8.32
1,N6,Wind,254.48,216.19,0.08,9.49
15,N1,Wind,91.19,116.86,0.087,8.41
4,N7,Hydro,242.92,467.81,0.061,2.8
0,N9,Solar,197.17,411.36,0.055,3.38
23,N7,Wind,53.07,337.46,0.113,7.37
5,N4,Solar,295.51,125.21,0.095,8.51
20,N6,Solar,128.56,489.41,0.064,9.11
23,N1,Hydro,270.19,403.06,0.063,2.96
19,N10,Solar,182.99,242.72,0.09,8.07
9,N5,Wind,277.65,105.93,0.109,9.51
20,N7,Wind,247.33,152.08,0.065,2.17
4,N7,Wind,207.19,351.87,0.119,5.18
16,N10,Wind,132.98,349.77,0.11,9.49
14,N5,Wind,250.78,270.67,0.098,8.85
10,N8,Solar,172.65,186.67,0.058,2.0
6,N8,Hydro,229.56,144.44,0.05,4.38
15,N6,Hydro,190.09,259.18,0.067,2.45
17,N10,Hydro,80.98,299.68,0.053,4.37
11,N6,Solar,66.76,458.29,0.085,2.97
7,N1,Solar,66.26,489.95,0.084,5.34
13,N7,Solar,225.43,402.53,0.089,5.82
19,N4,Solar,157.47,104.41,0.096,6.83
2,N6,Hydro,100.79,467.84,0.077,9.91
19,N10,Solar,268.51,499.11,0.062,8.74
2,N6,Solar,255.76,192.38,0.055,9.84
9,N2,Wind,124.01,448.36,0.06,2.17
12,N2,Solar,166.47,195.49,0.084,6.52
18,N10,Solar,69.37,165.05,0.069,3.48
6,N10,Solar,248.06,266.43,0.055,5.87
22,N1,Hydro,72.71,151.57,0.05,8.88
0,N7,Hydro,281.15,430.5,0.053,4.18
3,N1,Wind,187.29,388.74,0.12,3.05
10,N6,Solar,62.32,377.74,0.092,8.77
1,N3,Hydro,219.62,481.61,0.06,9.31
2,N8,Solar,291.95,438.86,0.065,3.57
5,N2,Wind,187.03,281.21,0.113,2.8
7,N6,Hydro,114.44,400.72,0.044,4.57
6,N9,Hydro,146.79,349.04,0.046,8.88
14,N10,Hydro,161.89,466.81,0.059,4.2
21,N4,Hydro,85.46,101.5,0.061,2.86
16,N1,Solar,147.93,335.71,0.064,3.4
20,N3,Wind,243.68,478.72,0.066,3.24
11,N4,Solar,290.0,115.11,0.099,2.04
4,N4,Wind,268.42,222.93,0.116,4.54
22,N4,Solar,213.58,132.01,0.062,8.19
13,N7,Solar,182.17,471.19,0.071,8.96
9,N9,Hydro,162.24,491.7,0.078,4.63
9,N4,Solar,271.48,439.04,0.061,6.99
23,N9,Solar,68.17,434.68,0.059,2.57
16,N6,Solar,150.05,330.77,0.093,9.79
0,N3,Hydro,159.87,124.18,0.07,6.52
12,N10,Wind,161.97,223.71,0.09,4.71
4,N10,Hydro,239.25,317.56,0.075,6.35
16,N4,Hydro,109.57,440.44,0.062,3.65
13,N5,Wind,205.88,243.09,0.111,5.63
22,N2,Solar,231.61,138.21,0.07,9.87
21,N4,Hydro,252.12,163.98,0.051,4.64
5,N10,Solar,212.59,402.8,0.087,6.08
11,N10,Wind,252.71,274.83,0.067,6.52
2,N3,Solar,288.08,417.2,0.079,7.17
23,N7,Solar,282.64,271.34,0.067,9.82
21,N5,Hydro,265.86,229.22,0.059,5.32
23,N10,Hydro,87.27,483.13,0.056,9.0
3,N10,Hydro,97.34,319.15,0.041,8.11
5,N9,Wind,195.23,350.24,0.063,3.69
20,N8,Hydro,68.58,215.57,0.065,6.53
2,N6,Wind,203.04,319.7,0.076,3.96
3,N7,Hydro,84.26,439.63,0.065,3.49
4,N2,Solar,94.3,449.21,0.087,7.28
8,N3,Wind,151.72,204.79,0.119,8.38
10,N6,Solar,125.44,439.03,0.088,4.38
6,N5,Hydro,156.64,174.38,0.044,7.78
6,N5,Wind,116.88,428.02,0.12,2.61
1,N8,Hydro,168.26,420.83,0.072,8.08
17,N8,Wind,137.25,281.54,0.096,9.79
17,N10,Hydro,131.89,469.26,0.051,9.91
10,N9,Wind,217.57,285.4,0.097,4.18
20,N10,Solar,118.54,145.42,0.056,4.78
22,N8,Hydro,240.71,343.19,0.044,8.82
10,N5,Hydro,200.34,484.34,0.067,3.4
9,N6,Hydro,168.45,359.4,0.041,2.12
15,N5,Solar,82.35,200.67,0.071,5.9
19,N3,Solar,84.51,369.36,0.08,4.36
8,N7,Hydro,53.41,131.06,0.056,3.23
5,N10,Wind,144.2,351.27,0.093,3.85
5,N5,Wind,135.96,345.61,0.112,8.03
4,N5,Solar,188.35,244.92,0.068,9.04
15,N1,Hydro,59.81,495.19,0.067,7.45
7,N10,Hydro,59.5,342.21,0.059,2.85
3,N7,Wind,119.48,456.13,0.093,5.31
1,N6,Solar,68.17,385.65,0.085,6.91
4,N9,Solar,177.57,273.51,0.08,3.87
18,N3,Wind,285.31,335.52,0.079,5.6
18,N3,Wind,251.42,164.65,0.078,7.44
5,N10,Hydro,128.87,417.0,0.045,8.1
9,N9,Wind,67.09,105.04,0.114,6.65
21,N6,Wind,137.96,193.04,0.097,6.07
0,N2,Hydro,297.9,493.29,0.065,5.54
14,N3,Wind,172.79,372.99,0.066,4.63
2,N6,Wind,68.82,129.34,0.072,5.88
22,N4,Solar,246.19,294.2,0.067,2.66
2,N4,Hydro,187.57,208.51,0.065,9.82
23,N7,Solar,77.83,184.85,0.074,9.75
22,N2,Hydro,242.95,459.29,0.053,9.94
5,N7,Hydro,75.71,121.19,0.074,9.42
14,N10,Hydro,72.65,145.37,0.041,2.84
7,N1,Hydro,102.35,488.03,0.067,8.23
8,N9,Solar,244.03,314.03,0.09,6.77
8,N2,Solar,128.64,324.44,0.077,8.59
11,N7,Hydro,295.43,264.42,0.071,2.8
13,N5,Wind,244.21,248.57,0.062,4.91
7,N4,Hydro,202.66,147.7,0.077,2.62
3,N3,Wind,282.5,382.86,0.08,5.13
1,N10,Solar,235.2,340.59,0.084,5.11
19,N5,Wind,171.95,495.95,0.073,5.34
14,N3,Solar,122.96,406.04,0.088,4.34
23,N6,Hydro,70.35,104.57,0.057,5.28
14,N8,Hydro,297.1,287.92,0.05,9.13
12,N9,Hydro,172.77,339.67,0.044,5.06
0,N2,Wind,286.06,335.8,0.081,7.01
13,N1,Hydro,277.6,209.6,0.06,9.67
14,N1,Solar,93.1,387.87,0.081,7.44
20,N5,Wind,137.8,225.55,0.101,3.72
6,N4,Wind,154.91,175.27,0.06,9.76
16,N7,Solar,157.93,487.74,0.057,6.7
4,N2,Wind,100.24,416.03,0.107,2.9
4,N10,Wind,278.02,177.85,0.097,9.89
10,N10,Wind,270.6,482.63,0.081,2.84
17,N8,Wind,97.09,300.2,0.108,3.2
6,N5,Hydro,214.93,229.43,0.054,7.3
7,N6,Wind,166.75,424.81,0.069,8.32
9,N6,Wind,66.06,177.62,0.099,8.84
2,N6,Hydro,113.17,230.88,0.061,3.69
17,N2,Wind,252.79,409.45,0.069,5.71
17,N4,Solar,243.71,234.93,0.082,2.4
16,N8,Solar,202.17,161.06,0.092,4.84
5,N9,Solar,120.39,436.36,0.053,5.17
16,N7,Solar,142.5,213.92,0.096,8.01
23,N10,Hydro,65.98,385.87,0.061,9.21
21,N7,Solar,128.24,329.66,0.075,5.92
3,N10,Solar,164.03,182.25,0.088,5.61
4,N3,Solar,289.63,204.32,0.084,9.53
6,N6,Wind,215.86,448.51,0.11,4.88
0,N5,Solar,200.03,162.5,0.077,3.84
15,N8,Hydro,235.93,311.22,0.056,4.15
6,N6,Wind,299.67,128.68,0.063,3.74
3,N10,Wind,292.77,491.7,0.099,9.04
3,N10,Hydro,103.49,488.82,0.046,2.81
5,N3,Solar,78.05,329.25,0.089,4.93
11,N10,Solar,294.47,273.77,0.058,5.73
1,N8,Hydro,219.76,432.89,0.058,6.75
15,N10,Solar,116.84,358.37,0.099,2.39
7,N4,Solar,271.63,324.91,0.063,9.64
16,N1,Solar,170.84,232.68,0.059,3.96
2,N6,Wind,258.21,345.76,0.115,3.86
16,N10,Hydro,80.28,102.44,0.06,9.99
23,N2,Hydro,223.74,223.36,0.075,8.25
6,N8,Hydro,53.85,426.74,0.052,3.2
16,N10,Solar,106.58,287.43,0.071,4.31
9,N4,Hydro,93.05,404.89,0.08,8.22
22,N6,Solar,123.98,197.92,0.061,3.09
23,N9,Hydro,187.83,342.16,0.068,7.44
16,N2,Solar,123.08,232.12,0.084,4.8
17,N3,Solar,103.16,249.73,0.064,2.71
7,N8,Wind,257.53,441.24,0.073,2.52
2,N9,Hydro,234.71,184.61,0.056,2.51
11,N10,Wind,106.57,417.16,0.108,3.66
22,N8,Wind,133.98,153.7,0.064,9.94
15,N10,Solar,213.9,316.84,0.088,8.72
2,N10,Wind,251.68,106.62,0.071,7.24
23,N1,Wind,143.94,492.99,0.1,9.65
3,N7,Hydro,100.36,445.58,0.053,9.92
20,N10,Hydro,89.42,306.54,0.072,5.46
16,N3,Wind,167.02,494.54,0.086,6.83
16,N6,Hydro,63.63,436.88,0.066,5.23
6,N2,Solar,54.04,336.67,0.051,2.01
14,N4,Solar,204.02,175.61,0.06,7.23
23,N2,Hydro,63.42,225.36,0.046,6.64
16,N9,Hydro,215.44,388.45,0.05,2.71
20,N1,Hydro,69.67,270.46,0.078,3.74
9,N8,Hydro,114.19,140.36,0.064,7.44
18,N8,Hydro,210.73,444.45,0.059,3.08
8,N8,Hydro,122.35,364.97,0.065,6.25
6,N9,Hydro,220.74,354.96,0.075,6.69
7,N8,Solar,244.65,199.48,0.084,9.22
8,N1,Hydro,146.43,411.64,0.069,2.48
10,N9,Solar,195.38,152.08,0.098,8.49
0,N8,Hydro,77.43,148.7,0.064,4.76
6,N7,Hydro,58.73,316.66,0.056,2.81
9,N6,Wind,250.48,466.03,0.105,8.58
0,N3,Hydro,104.12,205.43,0.048,8.12
19,N6,Wind,286.98,386.73,0.113,7.11
22,N10,Hydro,146.91,270.3,0.043,2.25
12,N5,Solar,223.87,275.37,0.078,6.46
21,N5,Wind,119.34,290.36,0.088,5.11
7,N7,Solar,255.17,280.47,0.08,9.16
15,N6,Solar,266.56,456.17,0.064,2.28
21,N8,Solar,115.27,211.48,0.095,7.19
9,N7,Wind,70.43,154.15,0.069,7.04
4,N3,Solar,233.85,443.86,0.097,3.61
18,N9,Hydro,127.44,196.13,0.054,9.32
7,N5,Wind,193.78,395.28,0.089,2.23
4,N8,Hydro,66.05,315.17,0.069,3.72
14,N8,Hydro,230.48,424.27,0.056,7.97
8,N4,Solar,151.01,371.34,0.088,9.94
15,N4,Hydro,136.35,264.42,0.047,3.63
2,N2,Hydro,223.35,466.82,0.056,3.44
1,N5,Solar,121.27,282.02,0.065,3.87
1,N8,Solar,234.0,103.14,0.077,8.35
11,N1,Hydro,116.56,341.32,0.067,7.24
5,N6,Wind,161.46,238.63,0.11,8.07
23,N7,Wind,130.31,141.21,0.064,2.75
4,N6,Wind,195.72,120.66,0.08,8.03
23,N3,Solar,123.59,405.32,0.087,3.97
19,N1,Hydro,232.21,399.11,0.056,3.68
15,N7,Hydro,180.32,468.56,0.066,3.38
10,N6,Wind,220.69,270.88,0.095,7.87
14,N3,Solar,178.74,425.59,0.086,6.92
23,N1,Solar,87.7,434.38,0.097,3.1
8,N6,Wind,172.06,203.56,0.105,7.77
3,N2,Solar,85.22,450.81,0.059,8.38
13,N6,Hydro,164.25,231.31,0.046,3.34
2,N5,Wind,215.47,320.17,0.067,2.9
16,N6,Hydro,68.08,397.51,0.068,2.47
21,N5,Hydro,190.07,133.87,0.076,9.26
21,N9,Solar,224.56,470.48,0.091,8.63
5,N6,Hydro,192.43,222.42,0.049,4.62
1,N6,Wind,207.12,169.06,0.076,5.74
8,N1,Wind,108.26,335.46,0.115,7.98
18,N10,Hydro,216.61,333.09,0.06,3.49
22,N4,Hydro,273.68,199.41,0.044,8.0
21,N10,Solar,93.9,248.76,0.051,3.1
14,N2,Wind,93.3,121.76,0.099,8.7
6,N3,Solar,143.33,449.83,0.061,4.6
10,N9,Solar,87.68,348.22,0.071,6.91
8,N7,Hydro,240.42,318.28,0.065,9.48
0,N9,Solar,124.77,243.67,0.086,6.89
11,N7,Hydro,94.63,250.46,0.059,5.36
6,N5,Hydro,94.57,469.77,0.07,5.85
11,N3,Hydro,220.02,458.91,0.045,4.0
22,N7,Hydro,185.68,419.6,0.041,9.87
11,N4,Hydro,163.73,243.69,0.052,3.39
6,N8,Hydro,247.89,482.17,0.057,9.62
8,N9,Wind,255.95,292.42,0.1,5.48
20,N2,Solar,189.68,123.22,0.085,2.42
21,N8,Hydro,254.27,429.98,0.049,4.59
18,N8,Wind,170.33,338.67,0.077,6.74
2,N4,Hydro,124.45,122.2,0.04,2.81
0,N3,Wind,248.06,484.57,0.086,6.1
20,N5,Solar,86.71,320.41,0.057,6.89
20,N4,Wind,283.31,178.28,0.106,2.19
0,N8,Solar,143.87,144.3,0.068,3.39
13,N8,Wind,143.33,267.01,0.078,7.25
17,N6,Wind,279.71,260.24,0.072,4.17
15,N10,Wind,263.5,328.66,0.087,3.2
10,N6,Solar,162.43,211.4,0.097,9.07
11,N6,Wind,70.98,306.66,0.074,5.29
14,N6,Hydro,269.21,311.01,0.053,3.66
0,N9,Hydro,250.08,349.81,0.059,3.74
1,N3,Wind,133.56,483.94,0.091,5.21
14,N8,Hydro,180.36,411.6,0.054,3.43
11,N3,Wind,196.23,366.08,0.103,9.06
12,N9,Solar,142.79,130.14,0.098,5.48
3,N9,Hydro,205.81,366.52,0.062,3.64
19,N1,Hydro,238.79,421.5,0.062,5.91
22,N6,Hydro,78.48,133.58,0.054,4.49
7,N8,Solar,288.41,413.45,0.083,6.14
11,N7,Hydro,91.84,491.38,0.055,2.86
0,N9,Wind,173.45,449.6,0.113,2.09
13,N2,Wind,271.57,208.59,0.062,8.78
8,N9,Wind,265.97,338.49,0.094,8.5
15,N9,Solar,246.58,456.04,0.078,9.74
10,N10,Hydro,299.04,146.62,0.074,6.0
12,N6,Solar,146.89,345.23,0.053,6.05
1,N6,Wind,267.72,185.38,0.086,9.52
22,N8,Solar,157.14,243.35,0.072,6.16
12,N4,Solar,208.0,420.28,0.073,8.54
0,N8,Solar,183.43,235.39,0.083,7.74
7,N6,Hydro,189.51,122.65,0.047,4.28
20,N3,Wind,120.66,369.37,0.061,8.05
10,N7,Hydro,116.34,224.01,0.061,3.73
13,N5,Hydro,271.12,134.15,0.058,8.8
13,N2,Wind,203.96,216.93,0.085,7.65
12,N9,Solar,293.32,457.26,0.067,9.99
23,N3,Hydro,50.88,111.05,0.073,3.6
11,N2,Hydro,65.19,194.86,0.057,7.84
2,N4,Hydro,206.08,195.05,0.06,9.41
20,N9,Hydro,253.75,229.28,0.079,7.67
14,N6,Solar,65.61,114.06,0.058,7.82
11,N6,Wind,95.93,304.59,0.066,9.37
16,N1,Hydro,135.99,463.25,0.078,2.05
17,N7,Hydro,166.03,109.86,0.076,6.15
9,N1,Wind,68.74,144.11,0.083,9.52
4,N4,Wind,223.23,447.05,0.082,2.35
20,N7,Hydro,293.58,106.87,0.078,4.95
20,N8,Hydro,52.52,375.66,0.079,9.73
20,N5,Wind,90.23,172.5,0.094,7.1
15,N1,Wind,234.85,172.42,0.118,7.11
7,N9,Hydro,261.76,316.03,0.057,9.82
12,N8,Wind,195.53,446.75,0.117,7.4
23,N10,Hydro,187.23,101.4,0.042,3.61
12,N7,Wind,96.5,201.9,0.078,4.88
0,N9,Wind,155.13,139.55,0.063,7.39
16,N4,Hydro,184.33,277.66,0.065,8.62
7,N9,Wind,156.92,356.45,0.117,8.72
13,N2,Wind,156.5,357.89,0.071,6.48
10,N8,Solar,295.33,307.33,0.096,5.26
20,N2,Wind,299.71,331.69,0.063,6.69
16,N7,Wind,118.64,112.99,0.109,4.21
22,N10,Hydro,249.14,215.29,0.048,9.79
13,N6,Solar,140.41,340.55,0.08,6.48
20,N7,Wind,278.67,369.78,0.084,8.9
23,N8,Hydro,95.27,317.69,0.078,7.0
10,N2,Hydro,254.24,361.42,0.074,9.56
4,N5,Solar,118.23,167.86,0.074,7.61
13,N8,Wind,106.8,101.64,0.081,9.75
1,N5,Wind,223.74,260.53,0.072,4.85
11,N4,Wind,92.46,142.52,0.114,9.98
14,N4,Solar,91.03,121.81,0.066,5.69
11,N2,Solar,101.21,220.57,0.06,8.19
4,N8,Solar,228.14,353.98,0.069,9.27
4,N8,Solar,292.38,169.46,0.061,6.21
1,N2,Wind,72.81,274.58,0.095,6.18
7,N2,Wind,132.73,316.98,0.118,3.65
3,N4,Hydro,213.71,117.36,0.043,6.41
22,N6,Hydro,76.23,108.94,0.047,6.52
16,N5,Solar,225.84,180.99,0.083,3.46
5,N5,Hydro,203.36,264.78,0.066,9.96
8,N6,Wind,284.45,101.71,0.113,2.53
4,N3,Solar,288.26,212.73,0.069,2.73
12,N7,Wind,78.07,390.7,0.117,6.89
20,N3,Hydro,228.96,404.79,0.051,2.36
11,N7,Solar,50.47,240.26,0.062,2.5
11,N10,Wind,94.88,149.8,0.115,3.12
9,N4,Solar,184.41,337.24,0.077,2.79
13,N9,Wind,129.7,120.51,0.084,3.51
19,N9,Wind,190.41,377.12,0.092,5.47
3,N10,Hydro,146.83,436.68,0.049,7.87
0,N6,Wind,239.37,267.68,0.078,5.76
8,N5,Wind,73.3,118.37,0.067,3.5
2,N3,Hydro,176.04,439.65,0.049,9.48
15,N5,Wind,288.73,483.56,0.11,4.91
